T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
25.44,2.9,26.85,23.95,17.64,86.69,8.69,100.27,1.69,3.26,0.66,2.6,153.44,2.41,5.33,0.74,4.59,156.06
26.18,4.41,28.66,24.25,18.01,84.62,2.94,100.2,2.62,3.75,1.84,1.91,104.19,3.51,4.05,2.81,1.23,104.75
27.05,5.77,30.43,24.65,18.37,82.38,2.04,100.18,2.59,3.59,1.61,1.98,141.75,3.5,5.51,2.05,3.45,142.5
26.72,4.9,29.74,24.84,18.49,84.62,8.9,100.36,3.46,4.17,2.55,1.62,188.25,4.77,6.3,3.61,2.68,188.69
26.38,4.61,29.39,24.78,17.58,82.25,1.94,100.49,3.56,4.39,2.39,2,234.81,4.94,6.69,3.5,3.2,235.94
25.88,7.67,29.88,22.21,16.17,78.56,0.23,100.39,4.23,4.98,3.5,1.48,235.44,6.07,7.47,4.62,2.84,236.88
26.62,8.66,31.3,22.63,16.97,78.44,1.44,100.23,4.72,6.35,3.68,2.67,238.56,6.56,7.29,5.91,1.38,240.62
26.72,6.04,29.98,23.94,17.27,79.31,2.09,100.26,3.93,5.46,2.62,2.83,281,5.41,6.5,3.98,2.52,282.19
27.37,7.46,31.59,24.13,16.3,73.25,0.9,100.29,3.75,6.28,1,5.27,255,5.14,8.05,1.31,6.73,256.44
27.56,9.18,32.09,22.91,16.42,72.88,0.04,100.38,2.74,4.11,0.22,3.89,245.12,3.92,6.66,0.2,6.46,247
27.46,7.02,31.27,24.25,17.03,75.19,0.05,100.34,3.27,4.43,1.52,2.91,199.12,4.55,6.68,1.54,5.14,201.19
27.61,7.95,31.53,23.58,16.78,73.69,0.01,100.21,3.3,4.77,1.83,2.95,224.25,4.52,6.72,2.21,4.51,225.94
27.78,8.47,32.15,23.69,16.17,70.5,0,100.27,2.93,3.73,1.36,2.37,206.69,4.17,6.07,1.38,4.69,209.06
27.07,8.09,31.55,23.46,15.99,72.88,0,100.45,3.78,4.38,3.04,1.33,180.5,5.31,7.16,3.07,4.09,181.69
26.69,6.62,30.55,23.94,16.91,78.06,0.02,100.62,3.57,4.36,2.83,1.53,167.25,4.86,6.03,3.64,2.4,168
26.37,5.93,29.7,23.77,17.09,80.38,0.05,100.65,3.79,4.84,3.01,1.83,165.56,5.13,6.55,3.7,2.85,166.5
26.95,6.51,30.63,24.13,17.46,79.56,0.91,100.61,3.88,5.06,3.15,1.92,184.44,5.36,6.54,4.02,2.51,185.56
27.48,7.05,31.42,24.37,17.82,78.75,1.74,100.55,2.62,4.15,0.52,3.62,161.31,3.76,5.66,0.84,4.83,159.75
27.18,5.29,30.28,25,17.58,78.62,1.86,100.55,1.98,3.19,0.13,3.05,145.25,2.69,5.38,0.1,5.28,145.06
26.62,5.65,30.01,24.36,17.21,79.69,2.69,100.54,2.8,3.74,1.23,2.51,61.25,3.8,6.07,1.38,4.7,60.25
26.35,6.71,30.12,23.4,16.78,79,2.39,100.5,2.93,4.23,1.87,2.37,47.44,3.88,5.9,2.55,3.34,46.56
26.28,6.12,29.69,23.58,16.85,79.44,1.61,100.46,3.11,4.41,1.62,2.79,44.94,4.17,5.83,2.22,3.61,44.5
26.48,7.15,30.81,23.66,15.99,75.25,0.56,100.43,3.74,6.06,2.2,3.87,47.06,4.99,7.01,3.05,3.95,46.19
26.46,7.73,30.9,23.16,14.95,70.5,0.35,100.47,4,5.87,2.77,3.1,60.5,5.2,6.47,3.86,2.61,59.88
26.51,7.23,30.74,23.5,14.83,69.5,0.28,100.49,3.7,5.55,2.22,3.33,53.38,4.8,6.22,2.98,3.24,53.12
26.25,7.72,30.3,22.58,15.01,71.62,0,100.54,4.62,7.09,2.15,4.95,32.75,6.1,8.51,2.87,5.64,32
26.12,5.06,28.95,23.89,16.72,79.19,0.58,100.54,5.73,7.99,3.8,4.2,43.94,7.6,9.31,6.18,3.13,43.12
26.89,5.46,30.12,24.65,16.97,77.31,1.57,100.65,4.3,5.88,3.11,2.77,72,5.85,6.46,5.23,1.24,71.94
26.71,5.28,29.73,24.45,17.4,80,1.43,100.67,3.95,5.14,3.05,2.09,52.69,5.33,5.97,4.78,1.19,51.56
26.29,3.66,28.55,24.88,17.7,83.19,2.86,100.62,3.43,4.38,2.39,1.98,64.81,4.73,5.35,3.98,1.38,63.81
26.13,4.55,28.87,24.31,17.15,81.69,2.34,100.66,3.62,4.89,2.52,2.38,52.12,5.02,5.95,4.1,1.86,51.31
26.25,5,29.12,24.11,16.85,79.62,2.26,100.67,4.26,5.77,3.26,2.51,47.31,5.81,6.52,5.29,1.23,46.12
26.53,4.02,28.9,24.88,17.15,79.5,0.74,100.59,4.21,5.73,2.83,2.91,47.94,5.91,6.66,4.74,1.92,46.44
26.94,5.76,30.44,24.68,17.21,78.25,2.06,100.49,3.43,4.84,2.38,2.45,45.25,4.73,5.35,3.98,1.38,44
26.7,5.76,30.12,24.37,17.4,79.94,5.3,100.45,4.64,7.04,2.87,4.17,48.88,6.27,7.98,4.62,3.36,48.12
26.15,7.83,30.59,22.76,15.62,74.94,0.73,100.48,5.38,7.34,3.4,3.94,33.12,7.27,8.88,5.38,3.49,32.12
26.23,5.82,29.45,23.63,17.03,80.12,2.8,100.37,8.16,11.84,4.99,6.84,23,10.52,14.12,8.09,6.04,22.75
26.43,2.37,27.87,25.51,19.53,90.12,37.15,100.09,5.71,11.02,2.14,8.88,74.31,7.51,13.42,3.15,10.27,72
26.29,3.29,28.34,25.05,19.23,89.5,65.18,100.08,5.48,7.57,3.38,4.2,192.56,6.97,9.59,4.51,5.09,194.44
25.31,1.45,26.18,24.73,18.25,90,54.98,100.21,5.85,6.46,4.21,2.25,141.56,7.71,8.73,6.43,2.3,141.5
24.78,2.78,26.22,23.44,17.33,88.75,19.29,100.43,3.67,4.71,2.48,2.23,122.44,5.06,6.38,4.05,2.33,123.75
25.14,4.12,27.55,23.43,17.21,86.44,18.26,100.64,3.66,5.17,2.61,2.56,76.5,5.02,5.94,3.84,2.09,76.25
25.48,4.01,27.54,23.52,17.64,86.88,20.89,100.73,3.89,5.38,2.73,2.65,62.75,5.46,6.41,3.99,2.43,61.88
25.74,4.32,28.38,24.06,17.09,83.06,6.07,100.72,4.18,5.59,3.07,2.52,47.44,5.91,6.46,5.07,1.39,47.06
25.12,5.11,28.06,22.95,16.05,81,1.63,100.74,3.7,4.84,2.95,1.89,42.19,5.13,5.54,4.3,1.24,41.62
24.94,6.14,28.38,22.25,15.93,81.12,0.39,100.71,3.57,4.61,2.59,2.02,39.88,4.8,6.2,3.76,2.43,39.38
24.71,6.48,28.4,21.92,15.14,78.38,0,100.71,3.01,4.8,1.64,3.16,42.44,3.95,5.51,2.12,3.39,42.06
24.18,6.95,27.98,21.02,14.28,76.69,0.04,100.79,3.68,5.02,2.27,2.74,38.56,5.02,7.2,3.18,4.02,37.94
24.42,6.3,27.84,21.55,14.89,78.38,0.03,100.8,3.78,5.03,3.07,1.96,38.94,5.18,5.62,4.43,1.19,38.31
24.23,3.93,26.45,22.53,15.69,83.25,0.92,100.82,5.27,7.27,3.48,3.8,29.44,7.19,8.46,5.77,2.7,28.94
24.69,4.45,27.46,23.01,15.32,79.44,4.11,100.83,5.7,8.02,4.06,3.95,31,7.98,9.33,6.59,2.73,30.12
24.48,4.23,26.92,22.69,15.38,80.69,1.03,100.78,7.3,9.78,5.09,4.69,18,9.73,11.84,7.61,4.23,33
24.66,2.66,26.39,23.74,16.97,87.38,0.4,100.62,8.77,11.02,7,4.02,24.75,11.15,13.6,9.41,4.2,24.69
24.81,3.23,26.95,23.73,16.97,86.81,0.19,100.53,8.52,10.88,6.09,4.79,21.38,10.71,12.98,8.4,4.58,21.56
24.57,4.73,27.38,22.65,16.54,85.88,0.29,100.56,6.93,9.47,5.12,4.35,16.06,8.96,11.15,7.53,3.62,16.25
24.78,5.93,28.12,22.19,16.72,85.88,0.42,100.49,7.23,10.23,4.8,5.41,100.94,9.27,12.01,6.02,5.99,101.31
25.3,2.66,26.58,23.93,18.31,90.38,5.59,100.09,8.62,10.48,7.72,2.77,155.69,10.94,12.87,10.14,2.72,140.94
26.19,3.45,28.27,24.82,18.43,86.5,16.12,100.29,5.82,7.88,3.69,4.19,114.38,7.76,10.59,6.12,4.47,114.5
25.88,4.05,28.23,24.18,17.88,85.69,7.42,100.48,3.75,5.05,2.65,2.41,84.25,5.16,5.82,4.03,1.79,83.75
25.94,5.47,29.1,23.63,17.52,84.06,3.14,100.6,3.21,4.73,1.91,2.83,76.19,4.28,5.41,2.62,2.8,75.88
24.76,6.18,28.22,22.04,16.17,83.56,0.25,100.67,3.46,5.03,2.58,2.45,65.88,4.59,5.81,3.72,2.09,65.5
24.08,5.66,27.39,21.73,15.5,83.25,0.13,100.64,3.38,4.62,2.57,2.05,66.81,4.48,5.19,3.76,1.44,66.38
23.92,6.52,27.71,21.19,14.22,77.5,0.04,100.7,2.91,4.39,1.51,2.89,58.44,3.76,4.95,1.99,2.96,58.12
23.58,7.62,27.8,20.18,14.34,79.94,0.01,100.73,3.76,5.52,2.28,3.24,39.81,4.99,6.36,2.98,3.38,39.38
23.82,7.36,27.88,20.52,14.53,79.75,0,100.68,3.58,4.61,2.63,1.98,30.56,4.73,5.59,3.78,1.81,30.06
23.73,8.12,28.34,20.23,14.28,78.94,0,100.62,3.42,4.64,2.77,1.88,32,4.61,6.16,3.75,2.41,31.62
23.77,8.16,28.56,20.41,13.43,74.38,0,100.71,2.59,3.99,1.23,2.77,41.56,3.34,4.83,1.59,3.24,41
23.46,7.77,27.65,19.89,12.33,69.5,0,100.69,1.67,3.07,0.16,2.91,103.38,2.08,3.6,0.18,3.42,98
23.05,9,27.84,18.84,11.78,68.19,0,100.57,1.89,2.77,0.39,2.38,166.25,2.41,3.99,0.49,3.5,166.62
23.05,8.94,27.65,18.71,13.31,76.25,0,100.54,2.38,3.49,1.38,2.12,157.12,2.98,4.41,1.75,2.66,157.75
22.98,8.64,27.63,18.99,13.37,77.56,0,100.74,2.2,3.71,1.14,2.57,124.25,2.84,4.56,1.25,3.31,124.38
23.11,7.2,27.26,20.06,13.67,78.31,0,100.75,2.72,4.45,0.94,3.51,61.75,3.41,4.96,1.13,3.83,61.56
22.63,8.28,26.99,18.7,13,77,0,100.65,2.49,3.74,1.62,2.13,89.56,3.21,5.03,2.12,2.91,88.94
23.01,8.18,27.45,19.26,12.94,74.69,0,100.64,1.88,3.45,0.38,3.09,115.5,2.41,4.65,0.58,4.07,116.62
23.09,8.89,27.83,18.94,12.57,72.5,0,100.59,2.05,3.5,0.34,3.16,124.25,2.68,4.58,0.41,4.16,123.62
22.77,7.1,27.13,20.03,12.76,74.62,0,100.58,3.15,4.73,1.87,2.86,47.19,4.16,6.23,2.57,3.66,46.69
22.22,7.88,26.61,18.73,12.51,75.94,0,100.53,3.97,5.65,2.83,2.81,38.94,5.3,6.98,3.86,3.12,38.5
22.74,7.74,26.94,19.19,13.24,77.31,0.01,100.51,3.94,5.39,2.77,2.62,43.44,5.36,6.79,4.04,2.76,43.06
23,6.76,26.92,20.16,13.12,75.69,0.03,100.51,5.04,6.79,3.36,3.43,28.31,6.87,8.03,5.11,2.92,27.81
22.69,7.33,26.83,19.51,13,76.12,0.08,100.49,5.44,7.55,3.66,3.9,53.25,7.48,8.83,5.94,2.89,68
22.9,8.02,27.09,19.06,13.67,79,0.14,100.37,7.26,10.15,4.59,5.56,137.5,9.6,12.12,7.6,4.52,122.56
24.86,5.98,28.51,22.53,16.85,86.19,0.94,100.32,6.23,9.3,4.06,5.23,28.69,8.09,10.91,6.34,4.57,28.75
24.63,4.91,27.44,22.52,16.72,86.81,4.52,100.41,6.73,9.61,5.21,4.4,104.44,8.59,11.23,7.25,3.97,104.44
24.75,5.46,28.03,22.57,16.85,86.62,2.92,100.47,5.76,8.25,3.53,4.72,21.44,7.45,9.52,5.27,4.25,21.06
25.11,5.01,28.25,23.24,17.58,88.62,6.39,100.57,5.28,7.57,3.25,4.32,37.75,7.09,8.85,5.49,3.36,37.25
24.87,5.49,28.18,22.69,16.66,85.88,4.22,100.66,4.1,5.59,3.03,2.56,60.81,5.8,6.62,5.02,1.6,60.38
23.85,3.83,26.17,22.34,16.3,88.62,11.43,100.67,3.46,4.4,2.76,1.65,86.31,4.74,5.16,4.13,1.02,86
24.53,4.94,27.24,22.31,16.72,87.31,13.73,100.59,3.59,5.84,2.35,3.49,112.25,4.77,6.6,3.44,3.16,112.31
24.88,5.04,27.74,22.7,16.85,86.12,18.44,100.67,3.27,4.2,2.13,2.08,97.06,4.37,5.66,3.01,2.66,97.62
24.6,4.47,27.37,22.9,16.6,86.62,10.96,100.81,4.12,5.52,3.24,2.27,62.5,5.66,6.29,5.38,0.91,62
24.33,4.91,27.24,22.33,16.66,88.12,11.8,100.86,4.62,6.75,2.81,3.94,47.5,6.25,7.73,4.74,2.99,46.69
24.58,4.66,27.47,22.8,16.91,87.94,7.08,100.78,4.35,6.5,2.79,3.71,57.56,5.87,7.27,4.56,2.71,56.81
24.51,4.66,27.02,22.36,16.3,85.38,1.33,100.71,3.02,3.93,2.19,1.74,72,4.08,4.92,3.22,1.7,71.56
24.98,4.22,27.44,23.22,16.24,82.75,3.88,100.76,2.41,2.75,1.76,0.99,96.12,3.23,4.5,2.46,2.04,96.12
25.18,4.86,28.08,23.23,16.48,83,0.45,100.77,2.68,3.84,1.65,2.2,94.88,3.5,5.16,2.16,3,95.12
24.98,5.01,28.05,23.04,16.11,82.19,0.1,100.83,2.78,4.04,1.37,2.67,91.25,3.65,5.56,1.77,3.8,91
24.24,5.27,27.5,22.23,15.2,80.94,0.03,100.84,3.05,3.84,2.49,1.35,93.19,4.02,4.55,3.59,0.96,93.5
24.01,5.53,27.43,21.89,13.98,75.75,2.53,100.73,2.8,3.85,1.98,1.88,79.69,3.6,4.65,2.71,1.94,79.94
23.94,5.58,27.4,21.83,13.61,74.12,1.04,100.78,2.84,4.06,1.45,2.61,87,3.72,5.81,1.89,3.91,87.31
24.12,5.39,27.12,21.73,14.59,78.38,11.11,100.87,3.76,5.02,2.38,2.64,65.06,5.15,6.3,3.28,3.03,64.81
24.35,5.25,27.4,22.15,15.26,80.69,3.35,100.82,4.44,5.95,3.29,2.66,55.25,6.1,6.93,5.21,1.72,54.94
24.26,5.25,27.36,22.1,14.71,78.56,1.14,100.76,4.39,5.82,3.28,2.54,54.31,6.09,6.58,5.28,1.29,54.06
24.59,5.24,27.71,22.47,15.44,80.75,2.89,100.78,4.56,5.98,3.21,2.77,49.06,6.34,7.27,5.25,2.02,48.5
24.58,5.21,27.83,22.62,15.26,79.94,0.84,100.9,4.65,6.7,3.02,3.68,54.19,6.37,7.65,4.89,2.76,53.75
24.33,5.88,27.56,21.68,14.77,78.5,0.03,100.94,3.98,5.07,2.96,2.11,69.31,5.39,5.92,4.44,1.48,68.94
23.55,6.27,27.41,21.15,13.37,74.62,1.02,100.83,3.34,4.64,2.4,2.24,76.06,4.37,5.49,3.4,2.1,75.62
23.6,7.06,27.86,20.8,13.49,75.31,0,100.72,3.09,5.01,1.31,3.7,79.5,4.03,5.84,1.67,4.17,79.06
23.58,6.55,27.62,21.07,13.73,76.44,0,100.66,3.91,5.64,2.55,3.09,75.62,5.09,6.3,3.55,2.75,75.19
23.8,7.59,27.85,20.26,14.34,78.94,0,100.74,3.88,4.84,3.07,1.77,62,5.19,6.77,4.27,2.5,61.88
24.13,6.88,28.23,21.34,14.71,79.44,0,100.89,4.37,6.49,3.19,3.3,44.62,5.91,7.36,4.84,2.52,43.81
23.79,7.89,28.26,20.37,13.79,76.81,0,100.84,4.45,6.05,3.1,2.95,51.25,6.04,6.86,4.49,2.37,50.62
23.88,7.98,28.56,20.58,13.67,75.56,0,100.7,3.41,5.21,1.82,3.39,54.81,4.5,6.54,2.48,4.06,54.25
23.31,7.72,27.8,20.08,12.57,71.69,0,100.6,3.73,5.39,2.57,2.82,70.69,4.8,5.89,3.43,2.46,70.31
23.15,7.57,27.83,20.26,12.57,72.25,0,100.62,3.17,4.84,1.53,3.31,83.69,3.95,5.21,1.94,3.27,83.5
23.06,9.12,28.49,19.37,12.33,71.88,0,100.66,2.63,4.57,0.7,3.88,74.94,3.34,5.46,0.9,4.56,74.62
23.73,9.05,28.95,19.9,13.31,74,0,100.64,2.85,4.94,0.98,3.96,71.88,3.69,6.58,1.23,5.34,71
23.62,8.77,28.8,20.02,13.61,76.69,0,100.6,2.98,4.84,1.41,3.42,70.75,3.82,5.96,1.85,4.12,70.38
23.93,7.95,28.78,20.84,14.28,78.81,0,100.55,3.04,4.74,1.72,3.02,85.44,3.93,5.88,2.22,3.66,85.44
25.05,8.35,29.47,21.12,15.99,81.75,0.01,100.5,3.54,5.14,2.38,2.77,82.75,4.65,6.59,3.21,3.38,82.5
25.4,7.27,29.8,22.51,15.62,78.38,0.01,100.56,3.81,5.41,2.91,2.5,95.56,5.07,6.26,4.2,2.05,95.19
25.08,8.58,30.2,21.62,14.83,76.75,0,100.54,3.53,5.86,2.24,3.62,73.12,4.53,6.42,2.96,3.45,72.88
24.94,10.45,30.92,20.47,13.06,69.56,0,100.37,2.49,3.83,1.17,2.65,77.62,3.23,5.41,1.3,4.12,91.38
25.32,10.66,31.48,20.83,13.55,69.62,0,100.14,2.84,4.59,1.14,3.45,159.06,3.82,6.41,1.2,5.2,159.06
25.55,11.85,32.06,20.2,14.1,71.88,0,100.03,3.92,5.06,2.7,2.36,176.56,5.31,7.83,4.11,3.72,178.44
25.81,10.73,32.01,21.29,15.32,76.5,0,100.09,3.87,5.3,3.09,2.21,170.56,5.21,6.97,3.3,3.67,172.25
25.63,9.78,31.7,21.92,15.44,77.81,0,100.06,3.11,4.97,1.89,3.08,148.31,4.07,6.68,1.81,4.87,149.12
25.55,9.85,31.54,21.69,15.01,76,0,100.05,3.95,6.01,2.97,3.04,157,5.16,7.37,3.2,4.16,158.5
25.9,10.31,31.9,21.59,15.26,75.19,0,100.11,3.58,5.96,2.22,3.74,154.38,4.58,7.2,2.3,4.9,156.31
26.07,9.48,31.66,22.19,15.44,75.12,0,100.17,3.78,5.66,2.37,3.3,164.44,4.94,6.93,3.61,3.33,166.06
26.62,9.2,32.16,22.96,15.32,72.44,0.01,100.24,4.31,6.04,2.91,3.13,157.94,5.64,7.66,4.1,3.56,159.38
26.87,9.27,32.39,23.13,15.56,72.56,0,100.25,4.3,6.39,2.8,3.59,155.94,5.62,7.66,4.29,3.38,157.31
26.58,8.71,31.83,23.12,15.75,74.31,0,100.22,3.66,5.58,2.3,3.27,138.06,4.81,6,2.98,3.02,138.5
26.55,9.51,32.02,22.51,15.62,74.19,0,100.07,3.68,5.14,2.87,2.27,148.94,4.88,6.19,3.34,2.85,149.5
27.13,8.57,32.29,23.72,16.42,74.62,0,100.07,3.17,5.87,1.57,4.3,116.38,3.96,6.53,1.95,4.58,116.06
27.35,7.65,32.01,24.36,16.72,74.62,0,100.23,3.82,6.48,1.18,5.3,84.38,4.81,7,1.5,5.5,84.25
26.58,7.45,31.05,23.6,16.17,75.62,0,100.34,4.27,6.25,2.97,3.28,72.94,5.55,6.97,4.15,2.82,72.5
26.09,9.52,31.5,21.97,14.47,70.81,0,100.33,3.43,5.44,1.59,3.84,77.5,4.42,6.57,1.96,4.61,76.19
25.43,11.16,31.98,20.81,12.51,65,0,100.38,3.06,5.75,0.49,5.26,121.81,3.91,6.04,0.66,5.39,122.31
25.48,11.29,32.03,20.74,12.15,62.69,0,100.39,2.87,5.6,0.22,5.38,99.62,3.62,6.09,0.18,5.91,102.56
25.53,11.66,32.19,20.53,12.21,62.75,0,100.4,2.7,5.66,0.64,5.02,121.31,3.42,6.45,0.85,5.6,121.12
25.37,11.49,31.75,20.26,12.88,66.56,0,100.41,3.17,6.05,0.37,5.69,132.75,4.07,6.52,0.25,6.27,131.38
25.01,11.23,31.37,20.13,12.02,64,0,100.42,3.1,5.81,0.91,4.91,126.69,3.9,6.23,1.12,5.11,126.69
24.87,10.58,31.11,20.53,11.6,61.88,0,100.46,2.87,5.62,0.23,5.4,94.88,3.56,6.29,0.24,6.04,94.25
24.83,12.18,31.67,19.5,11.29,60.94,0,100.4,2.47,4.93,0.34,4.59,151.12,3.07,5.75,0.45,5.3,151.56
25.25,12.42,31.95,19.54,12.76,66.5,0,100.53,2.62,4.5,1.05,3.45,157.5,3.31,5.58,1.33,4.26,158.62
25.9,11.52,32.7,21.18,13.85,70.38,0,100.58,2.93,5.56,1.7,3.87,140.62,3.58,6.11,1.88,4.23,140.81
26.08,15.2,34.55,19.35,11.35,59.75,0,100.51,3.17,4.59,2.05,2.54,169,4.1,5.25,2.13,3.12,169.31
26.9,17.48,36.58,19.1,11.41,58.5,0,100.29,3.93,5.33,1.22,4.11,179.38,5.45,7.81,1.2,6.61,180.75
27.69,15.44,36.32,20.89,12.88,61.38,0,100.18,4.47,5.92,2.59,3.34,173.75,6.13,7.63,2.78,4.85,175.12
28,12.34,35.28,22.94,15.75,71,0,100.42,4.67,6.76,3.17,3.59,164.88,6.12,8.17,3.46,4.71,165.69
27.15,9.95,33.17,23.23,15.38,71.19,0,100.64,3.91,5.91,2.73,3.18,147.62,4.88,6.41,3.83,2.58,148.06
26.73,12.91,34.05,21.14,13.37,65.44,0,100.53,3.32,4.71,2.27,2.45,157.31,4.23,5.67,2.43,3.24,157.06
26.73,13.52,34.4,20.88,13,63.75,0,100.43,3.89,5.46,2.95,2.51,157.25,5.05,6.18,3.46,2.72,157.31
26.5,12.6,33.78,21.17,12.94,63.56,0,100.57,3.44,6.13,1.96,4.17,135.25,4.3,6.57,2.3,4.27,135.19
26.86,12.05,33.51,21.47,12.88,61.69,0,100.64,2.76,5.34,0.27,5.07,120.81,3.39,6.09,0.36,5.73,122.5
27.73,11.7,34.19,22.48,14.47,65.12,0,100.54,2.98,6.04,0.19,5.85,138.62,3.66,6.43,0.33,6.1,138.5
27.26,8.67,31.98,23.31,16.05,72.94,0,100.58,2.83,5.31,0.27,5.05,123.62,3.58,5.88,0.35,5.52,125.31
28.13,9.41,33.47,24.06,16.78,72.69,0.02,100.63,3.88,6.72,1.55,5.17,92.12,4.65,7.28,2.13,5.15,92.56
28.34,9.24,33.52,24.29,16.3,70.44,0,100.55,3.28,5.2,1.94,3.25,118.25,4.09,5.58,2.32,3.27,118.81
28.14,9.87,34.11,24.23,14.77,65.31,0,100.51,3.37,5.62,1.9,3.72,165.44,4.45,6.29,2.52,3.77,165.94
27.8,13.05,34.91,21.87,13.49,62.31,0,100.56,3.95,6.07,2.82,3.26,163.62,5.15,6.76,3.45,3.3,163.94
28.26,13.55,35.67,22.12,13.67,61.44,0,100.57,4.41,6.57,2.86,3.72,171.25,5.64,7.09,4.4,2.69,172.06
28.66,12.27,35.52,23.26,15.32,66.38,0,100.49,4.41,6.84,2.85,3.99,157.31,5.55,7.74,4.09,3.66,158.69
28.99,11,35.45,24.45,16.48,69,0.01,100.37,5.1,6.98,3.76,3.22,164,6.45,8.12,5.52,2.59,165.44
28.58,10.8,35.05,24.24,16.05,68.94,0.02,100.36,4.88,7.1,3.28,3.82,164.94,6.24,8.38,5.28,3.11,166.38
28.83,12.09,35.69,23.61,16.24,69.06,0,100.36,5.5,8.15,3.47,4.68,172.88,6.88,9.21,5.66,3.55,174.19
28.37,10.27,34.37,24.11,16.24,70.06,0,100.44,4.49,5.73,3.07,2.66,162.88,5.72,6.27,4.91,1.35,164
28.44,9.73,34.04,24.3,16.48,70.12,0,100.43,4.33,6,2.81,3.19,155.56,5.38,6.31,3.89,2.42,156.5
29.53,10.88,35.92,25.05,15.56,63.06,0.01,100.24,5.41,7.62,3.77,3.85,169.31,6.56,9.08,5.23,3.84,170.62
29.16,8.7,34.3,25.6,16.91,68.69,0.1,100.25,5.06,6.53,3.4,3.14,173.62,6.2,7.62,5.22,2.41,174.75
29.12,9.52,34.87,25.35,16.91,69.44,0.58,100.34,4.72,6.62,3.17,3.45,172.31,5.87,7.77,3.95,3.81,173.25
29.55,11.01,36.05,25.04,16.24,66.25,0.24,100.37,4.33,6.55,2.74,3.82,168.06,5.37,7.45,4.05,3.39,169.06
29.67,11.25,36.16,24.91,16.42,66.25,0.01,100.28,4.7,6.3,2.92,3.38,167.5,5.82,7.22,4.77,2.44,168.31
29.94,12.07,36.8,24.73,16.05,64.31,0,100.19,5.34,7.3,3.38,3.91,174.19,6.58,8.2,5.38,2.82,174.88
30.06,11.51,36.61,25.1,16.6,65.25,0,100.13,5.4,7.27,3.76,3.52,169.69,6.61,8.16,5.84,2.31,170.5
29.74,8.85,35.07,26.23,17.27,68.5,0,100.17,5.12,6.75,3.13,3.62,167.31,6.38,7.84,3.59,4.24,168.31
29.74,8.79,35.11,26.32,17.15,67.81,0,100.31,4.27,6.15,2.84,3.32,142.81,5.23,7.04,3.07,3.96,143.31
28.15,4.23,30.51,26.27,17.76,75,1.89,100.55,3.64,4.23,3.01,1.22,141.06,4.59,6.01,3.99,2.02,142
28.9,7.11,33.15,26.04,17.03,69.88,5.71,100.51,3.55,5.82,2.14,3.68,137.31,4.43,6.46,2.8,3.65,137.94
29.23,11.28,35.44,24.16,15.93,65.75,3.25,100.3,3.74,6.04,2.2,3.84,160.38,4.63,7.12,2.97,4.15,161.44
29.5,10.13,35.23,25.09,16.17,65.44,0.77,100.24,4.41,6.1,2.83,3.28,163.19,5.51,6.97,4.45,2.52,164.75
29.51,9.72,35.3,25.58,16.54,66.38,0.86,100.32,4.62,6.67,3.28,3.39,158.44,5.79,7.28,3.9,3.38,159.69
29.55,9.91,35.17,25.26,15.99,64.5,1.23,100.39,3.7,6.2,1.3,4.89,146.75,4.6,6.81,1.32,5.5,147.69
30.15,11.46,36.54,25.08,15.44,60.69,0.03,100.13,4.37,7.46,2.34,5.12,162.69,5.16,8.57,3.09,5.48,164.19
31.17,10.63,37.38,26.75,16.85,61.31,1.56,99.92,5.12,6.84,2.62,4.21,177.94,6.12,7.83,2.81,5.02,179.12
31.36,10.36,37.65,27.3,16.91,61.25,0.02,99.91,5.37,6.91,3.77,3.15,172.06,6.42,8.02,4.28,3.74,173
31.1,10.45,37.36,26.9,17.58,64.56,0.04,99.96,5.76,6.93,4.08,2.85,169.88,6.83,8.19,4.52,3.67,170.81
30.56,8.41,35.41,27.01,17.64,66.06,0.04,99.97,6.12,7.46,5.35,2.1,186.94,7.48,8.53,6.73,1.8,187.62
31.73,12.16,38.85,26.69,17.15,61.75,0,99.89,6.15,7.67,3.77,3.9,189.94,7.48,9.24,4.49,4.75,190.94
30.96,8.99,36.36,27.37,17.76,65.31,0,99.83,5.76,7.12,3.66,3.46,180.06,6.89,8.51,4.3,4.21,181.38
32.52,11.96,39.69,27.73,16.42,57.06,0.01,99.83,5.24,6.78,2.71,4.07,190.06,6.38,8.37,3.08,5.28,191.69
31.47,12.38,38.74,26.36,16.85,62.19,0,99.97,5.09,7.16,2.84,4.32,172.94,6.15,8.36,3.3,5.05,174.38
30.73,10.94,37.15,26.21,16.66,63.56,0,100.19,5.23,6.98,3.86,3.12,170.94,6.2,8.07,4.41,3.66,171.75
29.79,7.26,33.96,26.7,17.21,67.31,0.01,100.17,4.88,6.06,3.15,2.91,177.38,5.95,7.52,3.68,3.84,178.12
30.43,9.26,35.9,26.64,16.72,63.62,0.01,100.05,5.46,7.3,4.19,3.12,170.94,6.58,8.43,4.77,3.66,172.12
30.15,8.2,34.88,26.69,16.6,63.81,0,100.04,4.75,6.07,3.62,2.45,164.44,6,7.46,4.28,3.18,165.44
