QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
1.83,86.81,0.29,100.5,4.38,5.6,3.05,2.55,162.62,5.94,6.92,4.78,2.14,148.06,-6.86,4.48,-5,-9.49
2.14,93.75,0.17,100.94,5.77,7.7,3.09,4.61,258.5,7.41,9.93,4.84,5.09,259.19,-6.26,10.76,-1.88,-12.64
2.69,91.19,0.14,100.75,6.91,8.59,4.48,4.11,222.25,9.1,10.19,8.05,2.14,223.06,-3.24,7.23,0.33,-6.89
2.5,90.44,0,100.1,4.36,5.47,2.73,2.73,226.19,6.4,8.7,4.12,4.57,226.62,-4.16,9.82,0.59,-9.23
3.05,93.56,0.75,100,8.13,11.2,4.94,6.26,221.56,10.74,14.06,7.59,6.46,222.56,-2.2,9.13,0.81,-8.32
3.48,93.25,0.82,100.29,5.22,10.81,2.7,8.11,195.62,7.38,13.71,4.46,9.25,196.38,-0.23,5.56,0.95,-4.61
2.99,84.69,0.01,101.17,4.59,5.25,3.62,1.64,122.94,7.03,8.53,5.6,2.93,123.5,-0.88,6.55,2.05,-4.51
4.09,90.5,0.01,100.11,5.3,6.4,4.27,2.13,200.38,8.12,11.38,6.38,5,201.12,2.18,8.79,6.65,-2.14
4.09,84.38,0.07,100.45,4.4,6.64,3.05,3.59,287.19,6.12,8.27,3.63,4.64,287.81,3.67,11.34,10.32,-1.02
4.46,82.06,0.06,100.46,3.17,6.04,0.58,5.46,232.31,4.83,10.24,0.55,9.7,233.44,5.23,12.67,11.71,-0.96
2.81,66.25,0.13,100.98,5.12,6.42,3.63,2.79,77.06,6.94,8.62,5.42,3.21,76.62,2.08,8.62,6.16,-2.46
2.56,63.56,0,100.82,5.65,6.69,4.24,2.45,102.25,7.71,9.12,6.16,2.96,102.75,2.19,12.27,8.69,-3.59
3.66,67.81,0.05,99.87,4.92,5.79,3.47,2.32,121.12,7.14,9.11,5.4,3.72,122,6,16.55,14.77,-1.77
4.09,89.31,9.94,99.78,4.77,6.88,1.97,4.91,254.19,6.62,8.95,3.39,5.56,254.88,2.4,8.22,5.19,-3.02
2.99,83.25,1.73,100.2,3.31,4.64,1.7,2.94,255.31,4.66,6.87,2.6,4.27,255.62,-0.68,4.91,1.46,-3.45
2.69,73.19,1.47,100.27,6.87,9.22,3.73,5.48,304.12,8.78,11.02,5.91,5.11,304.75,-0.25,7.58,3.56,-4.02
1.77,57.06,0.06,101.79,5.59,7.77,0.88,6.89,253.5,7.05,10.06,1.19,8.88,253.38,-2.02,8.56,2.83,-5.73
2.26,61.62,1.17,101.65,4.2,6.18,0.13,6.05,213.5,5.48,7.58,0.16,7.41,214.69,0.09,7.59,3.37,-4.22
2.81,67.25,0.88,100.85,3.98,7.13,0.22,6.91,127.44,5.06,8.68,0.28,8.4,127.31,1.8,8.19,6.6,-1.59
3.54,77.38,0.38,100.66,2.48,3.55,1.23,2.31,234.44,3.46,6.54,1.95,4.59,233.88,2.65,8.05,7.08,-0.97
4.46,87.19,1.07,100.09,4.74,6.88,2.98,3.9,269.44,6.76,8.12,5.67,2.45,270.12,3.99,9.28,8.62,-0.65
4.33,82.94,1.93,100.05,5.61,11.05,2.53,8.52,267.56,8.06,14.05,3.22,10.84,268.12,4.48,11.06,9.97,-1.1
5.37,70.69,0.19,99.43,8.56,11.86,1.44,10.41,221.81,11.62,15.43,1.95,13.48,223.38,10.31,16.73,17.35,0.62
7.39,79.25,0.59,98.99,6.99,9.91,3.53,6.38,241,9.98,14.24,4.48,9.77,242.31,12.93,12.02,18.39,6.37
7.63,70.81,0.16,98.7,7.11,9.6,4.86,4.74,239.06,10.28,13.75,5.91,7.84,240.25,15.3,11.8,21.7,9.9
4.76,64,0.01,99.01,6.59,9.66,3.12,6.53,266.19,8.8,13.54,5.69,7.85,266.12,9.26,12.99,12.56,-0.43
3.17,67.06,1.12,100.05,5.3,9.34,3,6.34,51.12,6.49,11.48,3.5,7.98,52.06,3.83,12.89,9.68,-3.21
2.56,67.56,1.72,100.37,8.84,9.95,7.77,2.17,53,10.7,11.91,8.87,3.04,54.06,0.45,6.24,3.61,-2.64
3.23,74.12,2.35,99.65,9.91,11.48,7.76,3.72,67.94,12.13,14.06,9.66,4.39,69.38,1.99,8.41,6.49,-1.93
5.43,87,4.31,98.4,6.7,9.87,4.4,5.47,188.94,8.34,12.02,5.7,6.33,190.25,5.96,16.44,16.26,-0.17
3.17,75.31,0.15,99.76,4.57,5.99,2.93,3.06,293.69,6.02,7.84,5.07,2.77,293.31,1.71,7.51,4.84,-2.67
3.17,68.75,0.05,100.28,2.48,3.83,0.2,3.63,276.5,3.35,6.3,0.25,6.04,275.81,3.19,12.55,8.81,-3.74
4.94,76.44,6.13,98.8,7.5,11.62,2.96,8.66,134.75,10.01,15.49,5.09,10.4,136,7.36,14.18,12.49,-1.69
4.39,79.75,4.96,97.97,12.16,14.27,9.2,5.07,228.69,15.41,17.68,11.6,6.08,230.31,4.8,5.81,8.26,2.45
3.91,76.38,0.8,99.32,6.12,8.6,2.31,6.3,257.94,7.92,10.91,3.64,7.28,258.81,4.4,7.43,8.62,1.19
4.33,79.06,2.27,99.17,3.3,5.06,1.41,3.65,88.5,4.61,6.63,2.1,4.53,88.88,5.01,6.04,7.86,1.82
4.46,79.19,1.5,99.43,3.38,4.87,0.29,4.58,173,4.98,7.85,0.38,7.48,172.56,5.69,9.3,9.93,0.64
4.21,74.94,0.82,100.05,5.34,7.52,3.49,4.03,264.19,7.41,8.97,5.56,3.41,264.69,5.8,9.36,10.39,1.03
3.91,63.81,0,100.35,3.06,4.41,1.09,3.31,255.81,4.17,6.28,1.52,4.77,256.25,7.54,14.34,12.87,-1.46
4.46,63.5,0,100.14,4.82,6.71,3.04,3.68,98.81,7.12,9.4,3.89,5.5,99.12,9.48,14.05,15.77,1.72
5.25,64.75,0.22,99.5,6.55,8.57,4.63,3.94,83.81,9.14,11.05,5.28,5.77,84.62,11.69,15.77,18.51,2.74
5.37,65.94,1.13,99.63,5.82,9.02,2.79,6.23,199.44,8.06,11.3,5.13,6.16,199.94,11.37,8.7,15.37,6.67
5.92,64.62,0.09,100.08,4.78,5.89,3.67,2.23,168.25,7.28,9.62,5.54,4.09,169,13.37,15.67,20.38,4.71
6.71,71.19,0.08,99.92,4.02,4.89,2.79,2.1,172.94,6.09,8.16,4.72,3.45,173.62,13.66,11.88,19.06,7.18
7.14,71.56,0.22,99.77,4.1,5.84,2.41,3.43,234.38,6.04,7.23,4.27,2.95,234.81,14.32,13.03,19.98,6.95
7.02,73,0.07,99.89,6.16,8.82,3.15,5.67,262.88,8.69,11.18,5.38,5.8,263.12,14.01,12.62,20.05,7.42
6.65,69.31,2.25,100.23,2.44,4.36,1.16,3.21,133.62,3.51,7.94,1.61,6.33,134.75,13.76,12.73,18.61,5.88
7.69,82.38,5.06,99.15,5.86,9.11,3.62,5.48,237.19,8.09,11.24,4.85,6.38,237.94,12.82,10.34,18.15,7.82
6.84,71.94,0.14,99.42,3.86,5.35,1.89,3.46,245.5,5.94,7.84,2.28,5.55,246.5,13.71,12.09,19.03,6.94
7.39,83.69,4.99,98.52,2.66,3.96,0.8,3.16,155.94,4.09,7.48,1.16,6.32,156.38,11.96,5.87,15.25,9.38
6.23,75.81,2.96,98.94,4.93,8.72,1.53,7.19,323.19,6.65,10.57,2.12,8.45,323.81,11.05,7.68,14.93,7.26
6.77,67.56,0.1,99.55,6.35,8.49,2.31,6.18,214.19,8.74,11.89,3.41,8.49,215.5,14.23,16.62,20.42,3.8
8.12,65.31,0.48,98.74,8.27,10.91,4.07,6.84,220.44,11.3,14.38,6.48,7.91,221.88,17.78,11.93,23.73,11.8
6.53,75.56,2.91,98.71,6.08,8.62,2.69,5.93,266.12,8.18,10.47,5.2,5.27,266.44,11.76,9.21,16.1,6.89
4.88,73.44,2.2,99.66,4.29,6.3,2.16,4.13,280.31,5.73,7.52,3.34,4.19,280.56,8.2,6.2,11.55,5.36
5.92,78.94,2.91,99.2,4.07,5.64,1.83,3.81,221.69,5.66,8.3,3.41,4.89,221.62,9.76,7.35,13.87,6.51
5.07,70.25,3.42,99.48,3.41,4.3,2.6,1.7,219.12,4.66,5.82,3.41,2.41,218.44,9.65,9.17,14.49,5.32
3.91,61.38,0.15,100.07,3.95,5.61,1.38,4.23,225.25,5.1,7.03,1.94,5.09,224.38,7.9,8.3,11.88,3.58
5.13,61.19,1.83,99.48,8.27,11.18,3.26,7.92,203.75,11.2,14.3,5.34,8.96,204.75,11.68,15.39,18.05,2.65
5.07,72.69,1.44,98.86,8.39,10.45,6.12,4.33,238.38,10.72,12.77,8.51,4.26,238.94,8.52,7.56,11.23,3.67
3.85,67.25,0.04,99.41,5.06,6.29,2.77,3.52,263.25,6.69,8.79,4.71,4.08,262.5,6.23,9.7,11.05,1.35
4.15,68.25,0.22,99.51,3.11,4.12,1.84,2.28,266.5,4.01,4.75,2.72,2.04,265.06,7.1,10.93,12.09,1.16
4.7,58.75,0.29,99.29,2.91,5.79,0.48,5.31,111.12,4.19,8.97,0.65,8.32,113.56,11.08,12.23,16.51,4.29
6.16,76.62,3.83,99.16,3.69,5.74,1.52,4.22,150.44,5.52,9.02,1.96,7.05,150.5,10.73,7.49,14.94,7.45
6.47,69.38,0.25,99.15,7.09,9.34,4.48,4.87,236,9.39,11.38,6.24,5.14,236.69,13.31,9.3,17.44,8.13
7.87,75.44,1.33,98.35,5.63,7.92,1.81,6.11,212.31,7.74,10.54,2.9,7.64,214,14.37,9.6,18.94,9.33
6.71,86.06,1.39,98.95,2.46,3.55,0.42,3.12,270.31,3.25,5.14,0.5,4.64,270.69,9.94,4.34,11.76,7.43
7.51,79.62,1.29,98.53,3.84,4.88,2.87,2,131.12,5.58,8.19,4.1,4.09,132.44,12.93,11.44,17.65,6.22
10.07,83.12,3.94,97.7,3.13,4.93,0.84,4.09,182.56,4.8,8.29,0.83,7.46,182.06,16.76,9.99,21.2,11.2
8.3,82.31,1.3,98.16,4.82,8.88,0.62,8.26,213.25,6.34,11.02,0.97,10.05,214.12,13.88,5.23,16.42,11.19
8.48,87.38,5.16,99.02,2.79,4.85,0.11,4.73,135,3.73,5.73,0.15,5.58,137.12,13.44,7.12,16.94,9.82
8.67,74.88,0.32,99.5,2.41,3.83,1.35,2.48,229.56,3.62,7.72,1.67,6.05,230.62,16.6,10.23,21.65,11.42
9.46,72.62,0,99.55,4.12,5.22,3.1,2.12,113.31,6.33,8.81,3.52,5.29,113.88,18.44,12.03,23.73,11.69
9.22,67.5,0,98.95,3.59,5.13,1.39,3.74,86.5,4.99,8.58,2.21,6.38,86.94,19.27,12.09,24.3,12.2
11.05,71.06,0.35,98.52,2.87,3.52,2.23,1.29,198.19,4.16,5.1,3.02,2.09,199.38,20.99,12.64,26.11,13.46
11.41,81.31,5.9,98.44,1.65,2.67,0.52,2.16,214.06,2.38,4.84,0.69,4.16,213.56,19.17,7.54,23.3,15.76
9.83,74.31,1.72,98.82,3.12,4.36,0.97,3.39,283,4.3,5.43,1.41,4.02,284,18.46,7.08,21.55,14.48
10.07,69.69,0.08,99.31,2.37,2.73,1.88,0.84,288.44,3.2,4.51,2.38,2.13,288.44,20.13,11.73,24.87,13.15
11.17,68.12,0.02,99.22,2.21,3.16,0.88,2.28,210.56,3.26,5.62,1.04,4.59,210.88,21.92,11.91,26.96,15.05
11.78,76.31,0.59,99.36,5.72,7.47,3.13,4.34,37.56,7.69,9.3,5.72,3.58,38.44,20.88,10.43,25.02,14.59
8.06,65.75,0,99.5,5.41,7.16,3.2,3.96,44.88,7.39,8.71,5.99,2.72,45.5,17.68,10.69,22.76,12.07
9.52,69.75,0.01,99.16,3.36,4.59,2.3,2.28,183.88,4.98,7.73,2.91,4.81,169,19.3,14.02,25.21,11.19
7.51,65.19,0.11,99.67,6.08,7,4.46,2.54,39.44,8.08,8.91,7.12,1.78,40,16.53,9.05,20.15,11.1
6.96,63.62,0,99.82,4.75,6.07,3.19,2.88,50.5,6.74,8.02,5.66,2.37,50.81,16.08,12.14,21.35,9.22
8.79,65.88,0,99.68,2.73,3.98,1.91,2.05,60.94,3.65,5.22,2.41,2.81,61.44,18.99,14.58,25.08,10.51
9.64,57.81,0,99.32,1.41,2.57,0.32,2.26,202.38,1.93,3.88,0.4,3.47,203.5,22.78,12.73,28.08,15.36
10.68,58.81,0,98.68,4.19,5.28,2.89,2.39,176.06,6.62,8.96,4.77,4.2,177.25,23.83,13.29,30.2,16.91
10.8,64,2.15,98.4,3.02,3.91,1.78,2.13,260.5,4.49,7.43,3.03,4.4,261.56,22.97,11.27,28.19,16.92
7.26,58,0.04,98.88,5.78,8.3,3.26,5.04,258,8.04,9.93,6.16,3.77,258.19,17.86,6.7,21.18,14.49
7.45,55.44,2.16,98.57,6.23,9.57,1.12,8.45,190.44,8.61,11.91,1.96,9.95,205.75,19.51,13.91,26.08,12.18
7.69,69.75,8.26,98.5,3.91,5.16,1.24,3.91,285.75,5.38,7.09,1.88,5.21,285.5,15.71,8.93,19.77,10.85
6.71,68,0.84,99.3,3.08,3.81,1.92,1.89,248.06,4.3,6.59,3.11,3.49,248.56,14.09,8.79,18.04,9.25
6.9,60.25,0.01,99.42,4.38,5.48,3.34,2.15,146.88,6.39,8.84,4.63,4.21,148.31,16.65,11.23,21.28,10.05
8.3,64.88,0.29,99.42,2.62,4.98,0.99,3.99,89.19,3.75,7.78,1.11,6.68,91,18.23,9.83,22.99,13.16
9.34,65.06,0.73,99.35,1.95,2.95,1.22,1.73,181.81,2.66,4.23,1.74,2.48,181.31,20.23,11.78,24.95,13.17
9.89,70.75,1.95,99.07,2.7,3.74,1.48,2.27,308.12,3.82,5.05,2.43,2.62,307.81,19.42,6.7,22.44,15.74
10.19,78.19,3.13,99.16,3.59,5.03,2.49,2.54,299.69,5.1,6.22,3.27,2.95,299.88,18.28,7.6,21.4,13.8
10.74,69.38,0.07,99.62,2.52,3.02,1.43,1.59,273.25,3.47,4.88,2.11,2.77,273.75,21.46,11.94,26.11,14.17
11.41,63.19,0.14,99.68,2.9,4.21,1.71,2.5,173.12,4.67,8.48,2.15,6.33,174.69,23.78,11.6,29.25,17.65
11.35,61.56,0.11,99.22,3.45,4.19,2.86,1.33,149.5,5.43,7.54,3.7,3.85,150.69,24.22,12.84,30.15,17.32
11.72,72.62,4.34,98.69,3.62,6.85,1.49,5.36,222.56,5.54,8.52,2.31,6.2,222.31,21.58,10.16,26.96,16.8
9.95,68.75,1.15,98.82,3.47,5.08,1.66,3.41,246.19,4.78,6.05,2.41,3.63,246.12,20.1,9.04,25.03,15.99
10.31,66.56,3.12,98.38,3.84,7.68,0.71,6.97,125.06,5.64,11.44,0.95,10.48,141.06,21.14,11.88,25.92,14.04
8.91,55.44,0.23,97.66,7.85,10.48,4.85,5.63,201.62,10.8,13.49,6.39,7.1,202.38,21.95,8.8,25.94,17.12
9.34,67.12,1.66,98.12,8.66,11.12,5.45,5.67,223.69,11.41,13.95,7.95,6.01,224.62,19.08,5.98,22.2,16.22
9.58,65.06,0.36,98.78,4,5.47,1.23,4.23,212.81,5.54,7.94,1.95,5.98,213.06,20.65,10.62,25.91,15.3
8.91,51.5,0.08,98.58,4.98,6.74,2.39,4.35,147.31,7.61,9.12,4.77,4.35,148.31,23.31,14.52,30.31,15.8
11.66,80.69,4.44,98.65,3.3,5.77,0.74,5.02,246.25,4.77,7.59,0.73,6.85,247.12,19.61,7.91,22.68,14.76
8.97,64.94,0.23,99.39,5.05,7.34,2.05,5.29,245.25,6.73,8.95,3.09,5.87,246.06,19.91,12.09,25.91,13.82
9.77,60.06,0.02,99.54,3.07,4.2,2,2.2,238.69,4.54,6.43,2.91,3.51,239.25,22.34,13.69,28.59,14.9
10.07,62.25,0,99.39,4.17,5.97,2.35,3.62,285.5,5.88,6.94,3.76,3.18,285.12,22.27,11.52,27.83,16.31
8.91,60.06,0.03,99.57,2.57,3.23,0.93,2.3,257.62,3.57,5.66,1.3,4.35,256.62,21.26,13.02,26.69,13.67
9.28,52.31,0,99.27,3.15,4.57,1.73,2.84,139.31,5.02,9.19,2.05,7.13,140.88,23.64,12.94,29.37,16.43
10.25,53.5,0.32,98.81,3.01,4.37,1.2,3.17,156,4.99,8.64,1.35,7.28,157.88,25.17,14.7,32.01,17.3
10.99,70.25,3.64,98.94,3.54,4.52,2.02,2.49,299.38,4.99,6.93,3.45,3.47,298.69,21.28,9.34,25.82,16.48
8.91,65.38,1.88,99.26,4.07,5.93,2.8,3.13,263.5,5.84,7.05,3.86,3.19,263.31,19.34,9.9,24.08,14.18
8.97,72.19,1.88,99.47,3.82,4.88,2.58,2.3,247.88,5.51,6.41,4.86,1.55,248.44,17.86,8.77,22.15,13.38
9.95,77.38,1.87,98.56,4.26,5.7,3.07,2.63,154.19,6.14,6.8,4.94,1.87,155.38,18.01,8.13,22.62,14.49
10.56,80.62,5.51,97.74,2.97,4.99,1.49,3.5,154.12,4.16,7.21,1.78,5.43,154.25,18.13,7.31,21.76,14.44
10.99,90.75,12.15,97.49,4.98,5.68,3.99,1.69,224.19,6.71,7.8,5.74,2.06,225.62,16.58,4.91,19.16,14.24
9.77,84.25,3.6,98.22,5.03,7.2,2.22,4.98,248.62,6.77,9.04,3.62,5.42,249,16.13,5.7,18.84,13.15
8.73,72.06,0.62,98.82,1.03,2.06,0.23,1.84,298.38,1.47,3.27,0.27,3.01,296.5,17.24,7.77,20.25,12.48
8.12,62.69,0.1,99.21,1.93,2.71,0.37,2.35,250.75,2.68,4.27,0.38,3.88,250.44,18.59,10.45,23.12,12.67
9.09,66.81,0.8,99.09,2.86,4.76,1.44,3.32,82.19,4.06,6.15,2.3,3.85,82.19,19.05,10.94,23.74,12.8
10.13,73.06,4.37,98.99,1.08,1.87,0.44,1.43,197.81,1.52,3.09,0.44,2.66,197.06,19.25,7.6,22.65,15.05
9.95,79.62,3.45,98.87,4.25,6.84,1.78,5.07,248.06,5.91,8.72,2.88,5.83,248.44,17.5,7.21,20.9,13.69
7.81,82.06,6.01,99.13,5.95,8.06,4.09,3.98,240.38,8,9.84,6.25,3.59,241.31,13.35,5.53,16.01,10.49
8.12,89.56,6.1,98.95,4.91,6.27,3.52,2.75,255.12,6.83,7.81,5.95,1.87,256.19,12.35,5.7,15.27,9.57
6.65,69.56,0.18,99.49,4.48,6.24,0.9,5.35,272.5,5.73,8.48,1.18,7.3,272.5,13.76,8.17,18.02,9.85
7.02,62.62,0,99.3,3.23,4.88,1.98,2.9,132.31,4.87,7.15,2.24,4.91,133.75,16.15,13.9,22.63,8.74
7.39,62.12,0,98.98,2.82,4.28,0.16,4.12,162.06,4.32,7.52,0.28,7.23,163.25,17.23,13.89,23.88,9.99
6.96,65.56,0.53,99.66,6.43,7.51,3.42,4.09,262.06,8.65,10.49,6.55,3.95,262.94,15.4,8.59,19.38,10.79
7.87,57.5,0.88,99.01,7.04,10.34,2.55,7.8,225,10.02,13.55,4.46,9.09,226.31,19.6,11.79,25.5,13.71
9.28,66.38,3.22,98.33,4.31,6.87,0.45,6.41,201.88,6.47,10.67,0.66,10,203.5,19.76,14.11,27.12,13.01
6.84,72.81,2.29,98.47,6.05,8.88,3.6,5.27,227.69,8.37,10.88,6.11,4.77,228.06,13.07,6.65,16.53,9.88
7.87,89.31,10.56,98.54,4.15,6.43,1.52,4.91,241.12,5.94,8.14,2.73,5.41,242.5,11.84,2.84,13.26,10.42
7.63,78.94,0.8,99.47,3.98,5.29,1.74,3.55,295.88,5.43,7.07,3.21,3.85,296.75,13.7,8.4,17.55,9.15
8.85,82.69,7.74,99.32,5.25,8.61,2.84,5.77,229.94,8.05,11.09,5.8,5.3,230.88,14.98,8.76,20.73,11.96
7.81,75.19,0.06,99.69,3.96,6.27,2.45,3.81,305.44,5.73,7.69,3.95,3.74,305.75,15.08,10.4,20.39,10
7.2,73.81,0.02,100.16,2.55,4.09,1.81,2.27,51.69,3.84,7.52,1.99,5.52,51.38,14.08,11.34,19.75,8.41
6.84,70.75,0.01,99.75,4.56,5.86,3.02,2.83,81.19,6.8,8.66,5.2,3.46,82.19,14.24,13.04,20.9,7.87
7.39,74.5,0.04,99.35,3.13,3.98,2.49,1.49,131.56,4.84,7.02,2.73,4.28,102.38,14.36,12.59,20.46,7.87
8.73,75.56,0.12,99.58,3.73,4.66,2.68,1.98,18.5,5.7,6.61,4.59,2.02,18.88,16.59,11.02,21.8,10.77
8.48,69.12,0.16,99.84,2.43,4.12,0.28,3.84,167.69,3.41,5.52,0.38,5.13,167.62,17.69,9.96,21.87,11.91
8.61,67.12,0.75,99.49,4.13,6.21,1.34,4.88,221.69,6.24,9.13,1.95,7.17,223.12,18.17,10.88,24.19,13.31
7.45,67.88,0.01,99.2,3.39,4.77,2.45,2.33,285.69,4.94,5.83,3.91,1.92,285.19,16.09,11.27,21.9,10.62
7.51,89.38,24.05,99.12,3.57,4.96,1.79,3.17,137.94,4.91,6.58,3.19,3.4,138.5,11.19,2.97,12.18,9.21
5.07,72.31,6.72,99.66,4.55,5.45,2.91,2.54,286.81,6.14,7.26,5.11,2.15,287,8.87,10.12,13.15,3.02
4.09,72,1.38,100.87,1.88,2.8,0.99,1.8,294.88,2.7,5.21,1.12,4.09,295.69,6.06,7.1,9.33,2.23
4.09,63.25,0,101.08,2.88,3.38,2.23,1.15,227.81,4.22,6.25,2.52,3.73,227.44,8.49,14.22,15.15,0.94
5.37,63.94,0,100.43,3.55,5.73,1.91,3.81,182.56,5.27,6.95,3.53,3.41,183.12,11.8,12.88,18.05,5.18
6.84,77.94,0.3,99.51,4.52,6.19,3.04,3.16,163.5,6.99,9.09,5.12,3.97,163.94,12.05,8.07,16.44,8.37
7.26,81.88,1.33,99.32,3.11,5.02,1.4,3.62,257.12,4.58,7.56,1.6,5.96,258.19,12.3,8.03,16,7.97
6.59,70.75,0.07,100.54,3.54,5.23,0.55,4.68,281.5,4.72,7.8,0.69,7.12,282.25,13.54,9.55,18.21,8.67
5.98,66.75,0,100.54,3.66,4.39,2.43,1.95,211,5.77,8.05,3.7,4.35,211.38,13,11.02,18.26,7.24
6.41,64.06,0,100.38,2.9,4.19,1.31,2.88,243.31,4.3,7.92,1.89,6.03,243.62,14.55,13.45,20.91,7.46
6.9,67.25,0,100.27,1.7,2.93,1.01,1.92,295.5,2.24,3.53,1.11,2.42,295,15.05,11.91,20.84,8.92
6.84,68.62,0.03,99.59,3.84,5.22,2.6,2.62,247.5,5.88,8.38,4.07,4.3,248.06,14.37,13.16,21.11,7.95
5.86,75.25,2.72,99.16,5.62,8.32,3.57,4.74,290.38,7.93,10.17,4.54,5.63,291.25,10.25,7.83,13.5,5.66
4.15,72.69,0.67,100.4,4.3,7.09,2.86,4.23,307.31,6.17,8.49,4.42,4.06,307.88,6.27,9.16,10.58,1.44
3.48,65.12,0.02,100.64,4.62,8.03,2.54,5.49,236.44,6.44,10.98,3.95,7.05,236.69,5.35,11.11,9.81,-1.3
5.31,58.44,0.03,99.15,7.62,10.7,3.19,7.52,226.62,10.88,13.95,5.94,8.01,228.31,12.8,12.57,19.26,6.68
5.37,78.19,4.35,99.24,3.91,5.66,1.67,4,314.75,5.7,7.41,2.92,4.49,315.12,8.49,7.48,12.26,4.78
3.54,72.38,0.18,100.68,3.8,4.71,2.59,2.12,261,5.48,6.77,4.59,2.19,261.06,3.92,6.89,7.49,0.6
5.19,62.62,0.51,99.04,7.66,10.86,4.72,6.15,212.75,10.7,14.86,6.89,7.97,213.62,11.75,20.48,22.73,2.24
5.19,77.31,4.11,99.1,6.2,8.43,3.66,4.77,266.94,8.42,10.66,5.59,5.08,267.69,7.95,9.12,11.65,2.51
3.3,65.31,0.01,100.41,4.03,5.39,0.67,4.72,227.06,5.76,8.23,0.91,7.32,227.44,4.54,8.79,9.15,0.37
4.33,57.62,0.17,99.11,7.97,10.17,5.22,4.95,192.12,10.84,13.92,7.61,6.3,193,10.19,16.61,19.2,2.59
3.05,59.44,0,100.22,5.32,8.55,2.02,6.53,254.38,7.16,11.77,3.26,8.51,255,4.4,5.29,7.61,2.32
3.85,66.81,0.04,100.49,4.23,7.02,1.88,5.14,228.25,6.45,8.74,2.88,5.86,228.56,6.26,10.73,12.19,1.46
4.39,65.25,0,100.58,5.1,7.21,3.38,3.83,202.12,8.04,9.83,6.23,3.59,202.69,8.97,13.05,15.9,2.85
4.09,54.06,0,99.83,5.34,6.7,3.38,3.32,180.88,8.05,10.44,5.38,5.06,181.69,10.25,13.48,17.03,3.55
5.37,54.94,0.01,99.05,5.89,7.88,2.82,5.07,195.38,8.78,10.41,5.46,4.95,196.06,13.45,12.56,20.48,7.93
4.46,58.88,0.01,99.29,6.57,9.2,4.04,5.16,243.88,9.55,11.32,8.17,3.15,244.38,9.8,10.58,14.32,3.74
2.99,55.56,0,100.6,5.09,6.55,3.3,3.26,231,7.29,9.8,5.71,4.09,232.06,5.71,10.5,11.53,1.03
3.54,62.94,0,99.98,4.04,5.71,1.14,4.56,194.12,6.37,8.38,1.6,6.77,195.12,5.94,13.44,13.45,0.01
5.31,78.19,3.76,98.58,6.07,11.3,1,10.3,148.19,8.26,14.22,1.61,12.6,149.12,8,14.08,16.08,2.01
2.81,68.25,0.76,100.84,8.92,11.23,5.47,5.77,240.75,11.65,14.16,8.33,5.82,241.81,1.33,3.79,2.98,-0.81
2.93,63.19,0,101.37,4.79,7.23,2.45,4.8,177.94,6.78,8.54,4.27,4.28,178.94,3.51,10.41,9.53,-0.88
3.36,62.31,1.3,99.81,4.24,6.2,2.86,3.34,163.19,7.08,9.28,4.88,4.4,163.88,5.22,13.27,12.33,-0.95
4.03,79.44,1.65,100.01,6.12,8.39,3.16,5.23,236.75,8.2,10.06,5.25,4.81,237.44,4.05,7.41,7.78,0.37
4.03,73.88,0.24,100.77,5.38,6.88,3.01,3.86,196.19,7.85,9.49,5.57,3.92,197.12,5.31,12.25,12.48,0.24
4.33,74.44,0.04,100.3,4.68,6.8,3.09,3.71,161.38,7.48,8.52,5.88,2.64,161.75,6.26,9.52,10.92,1.4
5.19,72.81,0.13,99.81,3.32,4.81,0.7,4.12,200.12,5.16,7.27,0.95,6.33,201.19,9.08,11.2,14.73,3.52
5.25,76.75,5.5,99.08,6.58,8.4,3.98,4.42,220.19,9.16,10.94,7.45,3.49,220.88,8.4,12.04,14.22,2.18
4.03,82.12,0.3,100.4,6.52,8.13,5.12,3.01,213.94,8.68,9.99,7.41,2.59,214.88,3.73,6.8,7.58,0.79
2.93,73.12,0.01,101.2,3.52,5.58,0.95,4.63,249.25,4.9,7.3,1.22,6.09,249.12,1.65,9.25,6.94,-2.3
2.75,70.19,0,101,4.03,5.38,2.02,3.36,121.12,6.36,8.87,2.87,6.01,121.56,1.48,11.58,8.4,-3.18
3.48,72.62,0.52,99.92,4.21,5.27,2.74,2.52,169.62,6.62,8.1,5.26,2.85,170.19,3.24,10.38,8.12,-2.26
3.3,73.62,0.13,100.15,4.7,6.06,3.22,2.84,242.44,6.48,9.45,4.32,5.13,242.88,2.78,7.7,7.18,-0.52
3.91,74.06,0.65,99.49,6.48,8.88,2.62,6.27,201,8.81,11.55,4.55,7.01,201.56,4.7,11.51,11.07,-0.44
2.87,79.38,6.94,99.55,3.61,6.21,1.7,4.51,283.06,4.87,8.02,2.7,5.32,282.69,-0.64,4.29,1.48,-2.81
2.75,80.94,1.51,100.29,5.95,7.31,4.45,2.87,196.62,8.19,9.34,6.72,2.62,197.62,-1.35,5.56,1.25,-4.31
2.87,83.75,1.01,100.46,5.44,6.67,4.11,2.56,212.69,7.4,9.16,6.06,3.09,213.38,-1.24,4.55,1.51,-3.04
